id,name,officialName,region,address,phone,weekdayHours,saturdayHours,sundayHours,weekdayLunch,saturdayLunch,sundayLunch,note,lat,lng,svgX,svgY,coordinateMatchStatus,coordinateAddressScore,naverMapUrl,welfarePortalUrl
35-금촌에버나인,금촌에버나인,금촌에버나인(영외),파주,경기도 파주시 창곡동길 20(야동동),031-946-7123,10:00~19:00,10:00~16:00,휴무 또는 미제공,13:00~14:00,12:30~13:00,,매월 마지막주 수요일 운영시간 (14:00~18:00),37.77,126.79,227.93,347.46,matched_name_and_address,0.92,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EA%B8%88%EC%B4%8C%EC%97%90%EB%B2%84%EB%82%98%EC%9D%B8%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%B0%BD%EA%B3%A1%EB%8F%99%EA%B8%B8%2020(%EC%95%BC%EB%8F%99%EB%8F%99),https://www.welfare.mil.kr
36-드림,드림,드림(영외),파주,경기 파주시 광탄면 보광로962,070-4251-2120,10:00~19:00,10:30~14:00,휴무 또는 미제공,13:00~14:00,13:00~14:00,,매월 마지막주 수요일 운영시간 (14:00~18:00),37.78,126.82,244.16,340.8,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EB%93%9C%EB%A6%BC%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EB%B3%B4%EA%B4%91%EB%A1%9C962,https://www.welfare.mil.kr
37-선유리,선유리,선유리(영외),파주,파주시 문산읍 사임당로 104,031-952-1433,10:00~19:00,10:00~16:00,휴무 또는 미제공,13:00~14:00,12:30~13:00,,매월 마지막주 수요일 운영시간 (14:00~18:00),37.86,126.76,212.24,286.3,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EC%84%A0%EC%9C%A0%EB%A6%AC%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20104,https://www.welfare.mil.kr
38-연풍,연풍,연풍(영외),파주,경기도 파주시 파주읍 애룡길 1,031-953-6056,10:00~19:00,10:00~16:00,휴무 또는 미제공,13:00~14:00,12:30~13:00,,매월 마지막주 수요일 운영시간 (14:00~18:00),37.82,126.78,222.8,313.51,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EC%97%B0%ED%92%8D%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%95%A0%EB%A3%A1%EA%B8%B8%201,https://www.welfare.mil.kr
39-행복마을,행복마을,행복마을(영외),파주,경기도 파주시 적성면 칠중1길 65,070-4251-4078,1000~19:30,10:00~15:00,휴무 또는 미제공,12:30~13:30,,,일요일 휴무 /매월 마지막주 수요일 폐창식 재물조사(10:00~14:50),37.96,126.9,288.07,219.01,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%ED%96%89%EB%B3%B5%EB%A7%88%EC%9D%84%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%B9%A0%EC%A4%911%EA%B8%B8%2065,https://www.welfare.mil.kr
40--공-금성,(공)금성,(공)금성(영외),평택,경기도 평택시 팽성읍 동서촌로 161-9,070-4251-0667,10:30~19:30,10:30~15:00,휴무 또는 미제공,13:00~14:00,,,"분리운영 주말 10:30~13:00(현역,현역가족)       13:00~15:00(全 국방가족) 마지막주 수요일  15:00~19:30 개점",36.97,126.99,332.83,890.7,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20(%EA%B3%B5)%EA%B8%88%EC%84%B1%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%ED%8C%BD%EC%84%B1%EC%9D%8D%20%EB%8F%99%EC%84%9C%EC%B4%8C%EB%A1%9C%20161-9,https://www.welfare.mil.kr
41--해-서해,(해)서해,(해)서해(영외),평택,경기도 평택시 포승읍 2함대길 20,070-4251-4074,10:30~19:30,10:30~15:00,휴무 또는 미제공,,,,마지막주 수요일 15:00~19:30 개점,36.99,126.88,272.98,876.78,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20(%ED%95%B4)%EC%84%9C%ED%95%B4%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%ED%8F%AC%EC%8A%B9%EC%9D%8D%202%ED%95%A8%EB%8C%80%EA%B8%B8%2020,https://www.welfare.mil.kr
42-에이트빌,에이트빌,에이트빌(영외),포천,경기도 포천시 이동면 성장로 721,031-534-4876,10:0019:20,10:0017:00,휴무 또는 미제공,13:0014:00,13:0014:00,,마트정비의날 매월3주차 수요일개점15:0019:20,38.06,127.44,578.53,152.22,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EC%97%90%EC%9D%B4%ED%8A%B8%EB%B9%8C%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%EC%9D%B4%EB%8F%99%EB%A9%B4%20%EC%84%B1%EC%9E%A5%EB%A1%9C%20721,https://www.welfare.mil.kr
43-오뚜기빌,오뚜기빌,오뚜기빌(영외),포천,경기도 포천시 일동면 소야길52,031-531-6586,10:0019:20,10:0017:00,휴무 또는 미제공,13:0014:00,13:0014:00,,마트정비의날 매월 4주차 수요일개점15:0019:20,37.96,127.34,524.7,219.98,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EC%98%A4%EB%9A%9C%EA%B8%B0%EB%B9%8C%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%EC%9D%BC%EB%8F%99%EB%A9%B4%20%EC%86%8C%EC%95%BC%EA%B8%B852,https://www.welfare.mil.kr
44-운천,운천,운천(영외),포천,경기도 포천시 영북면 영북로 206,031-532-0043,10:0019:20,10:0017:00,휴무 또는 미제공,13:0014:00,13:0014:00,,마트정비의날 매월3주차 수요일개점15:0019:20,38.07,127.35,530.2,145.38,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EC%9A%B4%EC%B2%9C%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%EC%98%81%EB%B6%81%EB%A9%B4%20%EC%98%81%EB%B6%81%EB%A1%9C%20206,https://www.welfare.mil.kr
45-이동승진,이동승진,이동승진(영외),포천,경기도 포천시 이동면 장암리 240-2,031-532-4576,10:0019:20,10:0017:00,휴무 또는 미제공,13:0014:00,13:0014:00,,마트정비의날 매월 4주차 수요일개점15:0019:20,38.05,127.43,573.15,159,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EC%9D%B4%EB%8F%99%EC%8A%B9%EC%A7%84%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%EC%9D%B4%EB%8F%99%EB%A9%B4%20%EC%9E%A5%EC%95%94%EB%A6%AC%20240-2,https://www.welfare.mil.kr
46-일동승진,일동승진,일동승진(영외),포천,경기도 포천시 화현면 화동로 587,031-536-3846,10:0019:20,10:0017:00,휴무 또는 미제공,13:0014:00,13:0014:00,,마트정비의날 매월3주차 수요일개점15:0019:20,37.98,127.36,535.48,206.43,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EC%9D%BC%EB%8F%99%EC%8A%B9%EC%A7%84%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%ED%99%94%ED%98%84%EB%A9%B4%20%ED%99%94%EB%8F%99%EB%A1%9C%20587,https://www.welfare.mil.kr
47-포천푸르미,포천푸르미,포천푸르미(영외),포천,경기도 포천시 소흘읍 호국로 523번길61,031-542-9240,1000~19:30,10:00~15:00,휴무 또는 미제공,12:30~13:30,,,일요일 휴무 /매월 마지막주 수요일 폐창식 재물조사(10:00~14:50),37.89,127.2,449.26,267.27,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%ED%8F%AC%EC%B2%9C%ED%91%B8%EB%A5%B4%EB%AF%B8%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%EC%86%8C%ED%9D%98%EC%9D%8D%20%ED%98%B8%EA%B5%AD%EB%A1%9C%20523%EB%B2%88%EA%B8%B861,https://www.welfare.mil.kr
48-덕산대,덕산대,덕산대(영외),화성,경기도 화성시 봉담읍 방골길 69,0507-1395-3036,10:30~19:30,10:30~15:00,휴무 또는 미제공,,,,마지막주 수요일 15:00~19:30 개점,37.21,126.98,328.28,727.91,matched_name_and_address,1,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EB%8D%95%EC%82%B0%EB%8C%80%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%99%94%EC%84%B1%EC%8B%9C%20%EB%B4%89%EB%8B%B4%EC%9D%8D%20%EB%B0%A9%EA%B3%A8%EA%B8%B8%2069,https://www.welfare.mil.kr
49-전승,전승,전승(영외),화성,경기도 화성시 효행구 매송면 화성로 2435,070-4251-0652,10:00~19:00,10:30~15:00,휴무 또는 미제공,,,,마지막주 수요일  14:30~19:00 개점,37.22,126.93,301.16,720.98,matched_name_and_phone,0.316,https://map.naver.com/p/search/%EA%B5%AD%EA%B5%B0%EB%B3%B5%EC%A7%80%EB%8B%A8%20%EC%A0%84%EC%8A%B9%20%EA%B5%B0%EB%A7%88%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%99%94%EC%84%B1%EC%8B%9C%20%ED%9A%A8%ED%96%89%EA%B5%AC%20%EB%A7%A4%EC%86%A1%EB%A9%B4%20%ED%99%94%EC%84%B1%EB%A1%9C%202435,https://www.welfare.mil.kr
